year,area,species,catch,fishery,type,area_catch
2015,17,Coho,442.6834290646368,Rec,Rec,953348.6200494887
2016,17,Coho,1372.4498851238425,Rec,Rec,953348.6200494887
2017,17,Coho,2240.32427625557,Rec,Rec,953348.6200494887
2018,17,Coho,3412.798099172719,Rec,Rec,953348.6200494887
2019,17,Coho,959.6659375558293,Rec,Rec,953348.6200494887
2020,17,Coho,845.4952098033334,Rec,Rec,953348.6200494887
1981,18,Coho,7268,Rec,Rec,56168.18052986487
1982,18,Coho,5743,Rec,Rec,56168.18052986487
1983,18,Coho,3110,Rec,Rec,56168.18052986487
1984,18,Coho,4586,Rec,Rec,56168.18052986487
1985,18,Coho,8071,Rec,Rec,56168.18052986487
1986,18,Coho,4822,Rec,Rec,56168.18052986487
1987,18,Coho,4162,Rec,Rec,56168.18052986487
1988,18,Coho,7583,Rec,Rec,56168.18052986487
1989,18,Coho,1367,Rec,Rec,56168.18052986487
1990,18,Coho,1060,Rec,Rec,56168.18052986487
1991,18,Coho,720,Rec,Rec,56168.18052986487
1992,18,Coho,764,Rec,Rec,56168.18052986487
1993,18,Coho,2485,Rec,Rec,56168.18052986487
1994,18,Coho,564,Rec,Rec,56168.18052986487
1995,18,Coho,181,Rec,Rec,56168.18052986487
1996,18,Coho,271,Rec,Rec,56168.18052986487
1997,18,Coho,825,Rec,Rec,56168.18052986487
2001,18,Coho,9,Rec,Rec,56168.18052986487
2003,18,Coho,31,Rec,Rec,56168.18052986487
2005,18,Coho,41,Rec,Rec,56168.18052986487
2006,18,Coho,11,Rec,Rec,56168.18052986487
2007,18,Coho,22,Rec,Rec,56168.18052986487
2011,18,Coho,334,Rec,Rec,56168.18052986487
2012,18,Coho,96,Rec,Rec,56168.18052986487
2013,18,Coho,629.9632473897981,Rec,Rec,56168.18052986487
2014,18,Coho,409.22209071445,Rec,Rec,56168.18052986487
2015,18,Coho,81.16697786920903,Rec,Rec,56168.18052986487
2016,18,Coho,110.51232093151935,Rec,Rec,56168.18052986487
2017,18,Coho,136.2093545491541,Rec,Rec,56168.18052986487
2018,18,Coho,245.0930924947578,Rec,Rec,56168.18052986487
2019,18,Coho,121.1794860958418,Rec,Rec,56168.18052986487
2020,18,Coho,308.8339598201349,Rec,Rec,56168.18052986487
1981,19,Coho,7364,Rec,Rec,261539.1697885305
1982,19,Coho,17852,Rec,Rec,261539.1697885305
1983,19,Coho,9820,Rec,Rec,261539.1697885305
1984,19,Coho,13698,Rec,Rec,261539.1697885305
1985,19,Coho,6348,Rec,Rec,261539.1697885305
1986,19,Coho,4367,Rec,Rec,261539.1697885305
1987,19,Coho,8667,Rec,Rec,261539.1697885305
1988,19,Coho,24962,Rec,Rec,261539.1697885305
1989,19,Coho,90143,Rec,Rec,261539.1697885305
1990,19,Coho,7972,Rec,Rec,261539.1697885305
1991,19,Coho,8297,Rec,Rec,261539.1697885305
1992,19,Coho,9812,Rec,Rec,261539.1697885305
1993,19,Coho,9924,Rec,Rec,261539.1697885305
1994,19,Coho,5012,Rec,Rec,261539.1697885305
1995,19,Coho,3186,Rec,Rec,261539.1697885305
1996,19,Coho,3020,Rec,Rec,261539.1697885305
1997,19,Coho,9588,Rec,Rec,261539.1697885305
1998,19,Coho,8,Rec,Rec,261539.1697885305
2000,19,Coho,1,Rec,Rec,261539.1697885305
2001,19,Coho,252,Rec,Rec,261539.1697885305
2002,19,Coho,260,Rec,Rec,261539.1697885305
2003,19,Coho,328,Rec,Rec,261539.1697885305
2004,19,Coho,267,Rec,Rec,261539.1697885305
2005,19,Coho,176,Rec,Rec,261539.1697885305
2006,19,Coho,123,Rec,Rec,261539.1697885305
2007,19,Coho,90,Rec,Rec,261539.1697885305
2008,19,Coho,24,Rec,Rec,261539.1697885305
2009,19,Coho,146,Rec,Rec,261539.1697885305
2010,19,Coho,26,Rec,Rec,261539.1697885305
2011,19,Coho,543,Rec,Rec,261539.1697885305
2012,19,Coho,457,Rec,Rec,261539.1697885305
2013,19,Coho,10669.189932809959,Rec,Rec,261539.1697885305
2014,19,Coho,2212.4904445687257,Rec,Rec,261539.1697885305
2015,19,Coho,1317.9107561304054,Rec,Rec,261539.1697885305
2016,19,Coho,1289.474217479241,Rec,Rec,261539.1697885305
2017,19,Coho,1178.7072157192958,Rec,Rec,261539.1697885305
2018,19,Coho,607.3813536715068,Rec,Rec,261539.1697885305
2019,19,Coho,969.8013705182371,Rec,Rec,261539.1697885305
2020,19,Coho,561.2144976331472,Rec,Rec,261539.1697885305
1981,20,Coho,8578,Rec,Rec,1196282.517350996
1982,20,Coho,8076,Rec,Rec,1196282.517350996
1983,20,Coho,35818,Rec,Rec,1196282.517350996
1984,20,Coho,31209,Rec,Rec,1196282.517350996
1985,20,Coho,21710,Rec,Rec,1196282.517350996
1986,20,Coho,31368,Rec,Rec,1196282.517350996
1987,20,Coho,53857,Rec,Rec,1196282.517350996
1988,20,Coho,56728,Rec,Rec,1196282.517350996
1990,20,Coho,60728,Rec,Rec,1196282.517350996
1991,20,Coho,102864,Rec,Rec,1196282.517350996
1992,20,Coho,109789,Rec,Rec,1196282.517350996
1993,20,Coho,99183,Rec,Rec,1196282.517350996
1994,20,Coho,113645,Rec,Rec,1196282.517350996
1995,20,Coho,68335,Rec,Rec,1196282.517350996
1996,20,Coho,90962,Rec,Rec,1196282.517350996
1997,20,Coho,95475,Rec,Rec,1196282.517350996
1998,20,Coho,61,Rec,Rec,1196282.517350996
1999,20,Coho,90,Rec,Rec,1196282.517350996
2000,20,Coho,736,Rec,Rec,1196282.517350996
2001,20,Coho,2382,Rec,Rec,1196282.517350996
2002,20,Coho,4501,Rec,Rec,1196282.517350996
2003,20,Coho,11569,Rec,Rec,1196282.517350996
2004,20,Coho,10772,Rec,Rec,1196282.517350996
2005,20,Coho,7424,Rec,Rec,1196282.517350996
2006,20,Coho,2099,Rec,Rec,1196282.517350996
2007,20,Coho,6862,Rec,Rec,1196282.517350996
2008,20,Coho,1202,Rec,Rec,1196282.517350996
2009,20,Coho,12277,Rec,Rec,1196282.517350996
2010,20,Coho,1510,Rec,Rec,1196282.517350996
2011,20,Coho,9943,Rec,Rec,1196282.517350996
2012,20,Coho,20668,Rec,Rec,1196282.517350996
2013,20,Coho,28344.699477583024,Rec,Rec,1196282.517350996
2014,20,Coho,23575.70508490032,Rec,Rec,1196282.517350996
2015,20,Coho,12546.005133924224,Rec,Rec,1196282.517350996
2016,20,Coho,9476.477233350766,Rec,Rec,1196282.517350996
2017,20,Coho,9730.238147645572,Rec,Rec,1196282.517350996
2018,20,Coho,6501.718936138028,Rec,Rec,1196282.517350996
2019,20,Coho,6437.435115567803,Rec,Rec,1196282.517350996
2020,20,Coho,19249.23822188624,Rec,Rec,1196282.517350996
2002,21,Coho,1142,Rec,Rec,77450.00134767352
2003,21,Coho,3718,Rec,Rec,77450.00134767352
2004,21,Coho,3702,Rec,Rec,77450.00134767352
2005,21,Coho,7968,Rec,Rec,77450.00134767352
2006,21,Coho,2501,Rec,Rec,77450.00134767352
2007,21,Coho,6802,Rec,Rec,77450.00134767352
2008,21,Coho,1569,Rec,Rec,77450.00134767352
2009,21,Coho,7523,Rec,Rec,77450.00134767352
2010,21,Coho,997,Rec,Rec,77450.00134767352
2011,21,Coho,2515,Rec,Rec,77450.00134767352
2012,21,Coho,7392,Rec,Rec,77450.00134767352
2013,21,Coho,8618.314067222802,Rec,Rec,77450.00134767352
2014,21,Coho,4468.366023963018,Rec,Rec,77450.00134767352
2015,21,Coho,2564.686265562624,Rec,Rec,77450.00134767352
2016,21,Coho,1646.216446438687,Rec,Rec,77450.00134767352
2017,21,Coho,2901.534684777223,Rec,Rec,77450.00134767352
2018,21,Coho,5168.750244350672,Rec,Rec,77450.00134767352
2019,21,Coho,3866.770188332791,Rec,Rec,77450.00134767352
2020,21,Coho,2386.3634270256994,Rec,Rec,77450.00134767352
2013,22,Coho,123.01334679101797,Rec,Rec,849.467498382884
2014,22,Coho,103.93070754710948,Rec,Rec,849.467498382884
2015,22,Coho,339.14480292022705,Rec,Rec,849.467498382884
2016,22,Coho,29.490904256854776,Rec,Rec,849.467498382884
2017,22,Coho,155.05312103504625,Rec,Rec,849.467498382884
2018,22,Coho,14.851724403693341,Rec,Rec,849.467498382884
2019,22,Coho,68.8264537403262,Rec,Rec,849.467498382884
2020,22,Coho,15.156437688608932,Rec,Rec,849.467498382884
1984,23,Coho,2995,Rec,Rec,665034.1616051546
1985,23,Coho,2190,Rec,Rec,665034.1616051546
1986,23,Coho,2579,Rec,Rec,665034.1616051546
1987,23,Coho,26834,Rec,Rec,665034.1616051546
1988,23,Coho,5626,Rec,Rec,665034.1616051546
1989,23,Coho,45268,Rec,Rec,665034.1616051546
1990,23,Coho,20177,Rec,Rec,665034.1616051546
1991,23,Coho,50086,Rec,Rec,665034.1616051546
1992,23,Coho,31129,Rec,Rec,665034.1616051546
1993,23,Coho,9794,Rec,Rec,665034.1616051546
1994,23,Coho,15541,Rec,Rec,665034.1616051546
1995,23,Coho,23257,Rec,Rec,665034.1616051546
1996,23,Coho,23080,Rec,Rec,665034.1616051546
1997,23,Coho,19517,Rec,Rec,665034.1616051546
1998,23,Coho,0,Rec,Rec,665034.1616051546
1999,23,Coho,6307,Rec,Rec,665034.1616051546
2000,23,Coho,5649,Rec,Rec,665034.1616051546
2001,23,Coho,27089,Rec,Rec,665034.1616051546
2002,23,Coho,13596,Rec,Rec,665034.1616051546
2003,23,Coho,36304,Rec,Rec,665034.1616051546
2004,23,Coho,19519,Rec,Rec,665034.1616051546
2005,23,Coho,25583,Rec,Rec,665034.1616051546
2006,23,Coho,7039,Rec,Rec,665034.1616051546
2007,23,Coho,19889,Rec,Rec,665034.1616051546
2008,23,Coho,9016,Rec,Rec,665034.1616051546
2009,23,Coho,33125,Rec,Rec,665034.1616051546
2010,23,Coho,3412,Rec,Rec,665034.1616051546
2011,23,Coho,23813,Rec,Rec,665034.1616051546
2012,23,Coho,20941,Rec,Rec,665034.1616051546
2013,23,Coho,41338.56708459718,Rec,Rec,665034.1616051546
2014,23,Coho,20989.66008441827,Rec,Rec,665034.1616051546
2015,23,Coho,13995.266888459535,Rec,Rec,665034.1616051546
2016,23,Coho,12285.15301259104,Rec,Rec,665034.1616051546
2017,23,Coho,9301.435924732188,Rec,Rec,665034.1616051546
2018,23,Coho,15640.649589610883,Rec,Rec,665034.1616051546
2019,23,Coho,15493.056700255049,Rec,Rec,665034.1616051546
2020,23,Coho,6635.372320490455,Rec,Rec,665034.1616051546
1992,24,Coho,6525,Rec,Rec,115047.84427798222
1993,24,Coho,4528,Rec,Rec,115047.84427798222
1995,24,Coho,8372,Rec,Rec,115047.84427798222
1996,24,Coho,2632,Rec,Rec,115047.84427798222
1997,24,Coho,8491,Rec,Rec,115047.84427798222
1998,24,Coho,0,Rec,Rec,115047.84427798222
1999,24,Coho,2091,Rec,Rec,115047.84427798222
2000,24,Coho,963,Rec,Rec,115047.84427798222
2001,24,Coho,4713,Rec,Rec,115047.84427798222
2002,24,Coho,3761,Rec,Rec,115047.84427798222
2003,24,Coho,3607,Rec,Rec,115047.84427798222
2004,24,Coho,8934,Rec,Rec,115047.84427798222
2005,24,Coho,3466,Rec,Rec,115047.84427798222
2006,24,Coho,972,Rec,Rec,115047.84427798222
2007,24,Coho,2616,Rec,Rec,115047.84427798222
2008,24,Coho,1772,Rec,Rec,115047.84427798222
2009,24,Coho,7825,Rec,Rec,115047.84427798222
2010,24,Coho,1237,Rec,Rec,115047.84427798222
2011,24,Coho,6413,Rec,Rec,115047.84427798222
2012,24,Coho,5512,Rec,Rec,115047.84427798222
2013,24,Coho,8719.71413690173,Rec,Rec,115047.84427798222
2014,24,Coho,6627.920330452382,Rec,Rec,115047.84427798222
2015,24,Coho,2586.385749802346,Rec,Rec,115047.84427798222
2016,24,Coho,1659.8333472028964,Rec,Rec,115047.84427798222
2017,24,Coho,1274.6046296641848,Rec,Rec,115047.84427798222
2018,24,Coho,3245.3264079319615,Rec,Rec,115047.84427798222
2019,24,Coho,5422.492291644436,Rec,Rec,115047.84427798222
2020,24,Coho,1081.5673843822829,Rec,Rec,115047.84427798222
1994,25,Coho,856,Rec,Rec,150247.68635336516
1995,25,Coho,9942,Rec,Rec,150247.68635336516
1996,25,Coho,2059,Rec,Rec,150247.68635336516
1997,25,Coho,1573,Rec,Rec,150247.68635336516
1998,25,Coho,0,Rec,Rec,150247.68635336516
1999,25,Coho,0,Rec,Rec,150247.68635336516
2000,25,Coho,369,Rec,Rec,150247.68635336516
2001,25,Coho,1833,Rec,Rec,150247.68635336516
2002,25,Coho,6481,Rec,Rec,150247.68635336516
2003,25,Coho,6665,Rec,Rec,150247.68635336516
2004,25,Coho,5864,Rec,Rec,150247.68635336516
2005,25,Coho,2726,Rec,Rec,150247.68635336516
2006,25,Coho,925,Rec,Rec,150247.68635336516
2007,25,Coho,5965,Rec,Rec,150247.68635336516
2008,25,Coho,5961,Rec,Rec,150247.68635336516
2009,25,Coho,10155,Rec,Rec,150247.68635336516
2010,25,Coho,2003,Rec,Rec,150247.68635336516
2011,25,Coho,15050,Rec,Rec,150247.68635336516
2012,25,Coho,6659,Rec,Rec,150247.68635336516
2013,25,Coho,21305.76896901031,Rec,Rec,150247.68635336516
2014,25,Coho,8125.09146904146,Rec,Rec,150247.68635336516
2015,25,Coho,9058.602518072197,Rec,Rec,150247.68635336516
2016,25,Coho,2969.7814863934937,Rec,Rec,150247.68635336516
2017,25,Coho,2903.1820852118694,Rec,Rec,150247.68635336516
2018,25,Coho,7788.520434805718,Rec,Rec,150247.68635336516
2019,25,Coho,11234.07110742535,Rec,Rec,150247.68635336516
2020,25,Coho,1776.6682834047517,Rec,Rec,150247.68635336516
1998,26,Coho,0,Rec,Rec,40500.90930171004
1999,26,Coho,0,Rec,Rec,40500.90930171004
2000,26,Coho,58,Rec,Rec,40500.90930171004
2001,26,Coho,615,Rec,Rec,40500.90930171004
2002,26,Coho,394,Rec,Rec,40500.90930171004
2003,26,Coho,279,Rec,Rec,40500.90930171004
2004,26,Coho,2190,Rec,Rec,40500.90930171004
2005,26,Coho,23,Rec,Rec,40500.90930171004
2006,26,Coho,2951,Rec,Rec,40500.90930171004
2007,26,Coho,2152,Rec,Rec,40500.90930171004
2008,26,Coho,1842,Rec,Rec,40500.90930171004
2009,26,Coho,2908,Rec,Rec,40500.90930171004
2010,26,Coho,563,Rec,Rec,40500.90930171004
2011,26,Coho,2934,Rec,Rec,40500.90930171004
2012,26,Coho,1340,Rec,Rec,40500.90930171004
2013,26,Coho,7726.274520339456,Rec,Rec,40500.90930171004
2014,26,Coho,2058.235792923898,Rec,Rec,40500.90930171004
2015,26,Coho,3535.310156305298,Rec,Rec,40500.90930171004
2016,26,Coho,604.2692567832079,Rec,Rec,40500.90930171004
2017,26,Coho,1609.6765237470256,Rec,Rec,40500.90930171004
2018,26,Coho,3056.660618876681,Rec,Rec,40500.90930171004
2019,26,Coho,3416.639297506277,Rec,Rec,40500.90930171004
2020,26,Coho,244.84313522819238,Rec,Rec,40500.90930171004
2001,27,Coho,2509,Rec,Rec,123649.23480657954
2003,27,Coho,4843,Rec,Rec,123649.23480657954
2005,27,Coho,2424,Rec,Rec,123649.23480657954
2006,27,Coho,2498,Rec,Rec,123649.23480657954
2007,27,Coho,5949,Rec,Rec,123649.23480657954
2008,27,Coho,6673,Rec,Rec,123649.23480657954
2009,27,Coho,14903,Rec,Rec,123649.23480657954
2010,27,Coho,6854,Rec,Rec,123649.23480657954
2011,27,Coho,9196,Rec,Rec,123649.23480657954
2012,27,Coho,5691,Rec,Rec,123649.23480657954
2013,27,Coho,17371.410231328002,Rec,Rec,123649.23480657954
2014,27,Coho,11111.88380253768,Rec,Rec,123649.23480657954
2015,27,Coho,8505.202258257843,Rec,Rec,123649.23480657954
2016,27,Coho,4550.976231700859,Rec,Rec,123649.23480657954
2017,27,Coho,2325.433036249904,Rec,Rec,123649.23480657954
2018,27,Coho,6302.733577012209,Rec,Rec,123649.23480657954
2019,27,Coho,8877.863740620953,Rec,Rec,123649.23480657954
2020,27,Coho,3063.731928872088,Rec,Rec,123649.23480657954
1981,28,Coho,10593,Rec,Rec,130259.24612095849
1982,28,Coho,8532,Rec,Rec,130259.24612095849
1983,28,Coho,7960,Rec,Rec,130259.24612095849
1984,28,Coho,7131,Rec,Rec,130259.24612095849
1985,28,Coho,12560,Rec,Rec,130259.24612095849
1986,28,Coho,13010,Rec,Rec,130259.24612095849
1987,28,Coho,5641,Rec,Rec,130259.24612095849
1988,28,Coho,6871,Rec,Rec,130259.24612095849
1989,28,Coho,1909,Rec,Rec,130259.24612095849
1990,28,Coho,1629,Rec,Rec,130259.24612095849
1991,28,Coho,2633,Rec,Rec,130259.24612095849
1992,28,Coho,7872,Rec,Rec,130259.24612095849
1993,28,Coho,5368,Rec,Rec,130259.24612095849
1994,28,Coho,3699,Rec,Rec,130259.24612095849
1995,28,Coho,2583,Rec,Rec,130259.24612095849
1996,28,Coho,1419,Rec,Rec,130259.24612095849
1997,28,Coho,795,Rec,Rec,130259.24612095849
1998,28,Coho,1155,Rec,Rec,130259.24612095849
1999,28,Coho,3,Rec,Rec,130259.24612095849
2000,28,Coho,2762,Rec,Rec,130259.24612095849
2001,28,Coho,1510,Rec,Rec,130259.24612095849
2002,28,Coho,1337,Rec,Rec,130259.24612095849
2003,28,Coho,7207,Rec,Rec,130259.24612095849
2004,28,Coho,1578,Rec,Rec,130259.24612095849
2005,28,Coho,611,Rec,Rec,130259.24612095849
2006,28,Coho,429,Rec,Rec,130259.24612095849
2007,28,Coho,241,Rec,Rec,130259.24612095849
2008,28,Coho,105,Rec,Rec,130259.24612095849
2009,28,Coho,308,Rec,Rec,130259.24612095849
2010,28,Coho,878,Rec,Rec,130259.24612095849
2011,28,Coho,272,Rec,Rec,130259.24612095849
2012,28,Coho,2294,Rec,Rec,130259.24612095849
2013,28,Coho,1868.463842584785,Rec,Rec,130259.24612095849
2014,28,Coho,1326.275242883135,Rec,Rec,130259.24612095849
2015,28,Coho,2230.804633863604,Rec,Rec,130259.24612095849
2016,28,Coho,816.3740572308328,Rec,Rec,130259.24612095849
2017,28,Coho,644.7156167880011,Rec,Rec,130259.24612095849
2018,28,Coho,1051.631577905293,Rec,Rec,130259.24612095849
2019,28,Coho,524.8941944814957,Rec,Rec,130259.24612095849
2020,28,Coho,901.086955221337,Rec,Rec,130259.24612095849
1981,29,Coho,15432,Rec,Rec,145221.56433574553
1982,29,Coho,7224,Rec,Rec,145221.56433574553
1983,29,Coho,5462,Rec,Rec,145221.56433574553
1984,29,Coho,11183,Rec,Rec,145221.56433574553
1985,29,Coho,14495,Rec,Rec,145221.56433574553
1986,29,Coho,12844,Rec,Rec,145221.56433574553
1987,29,Coho,8501,Rec,Rec,145221.56433574553
1988,29,Coho,19208,Rec,Rec,145221.56433574553
1989,29,Coho,4509,Rec,Rec,145221.56433574553
1990,29,Coho,3868,Rec,Rec,145221.56433574553
1991,29,Coho,2184,Rec,Rec,145221.56433574553
1992,29,Coho,4783,Rec,Rec,145221.56433574553
1993,29,Coho,10078,Rec,Rec,145221.56433574553
1994,29,Coho,3955,Rec,Rec,145221.56433574553
1995,29,Coho,182,Rec,Rec,145221.56433574553
1996,29,Coho,1725,Rec,Rec,145221.56433574553
1997,29,Coho,930,Rec,Rec,145221.56433574553
1998,29,Coho,408,Rec,Rec,145221.56433574553
1999,29,Coho,31,Rec,Rec,145221.56433574553
2000,29,Coho,258,Rec,Rec,145221.56433574553
2001,29,Coho,237,Rec,Rec,145221.56433574553
2002,29,Coho,167,Rec,Rec,145221.56433574553
2003,29,Coho,215,Rec,Rec,145221.56433574553
2004,29,Coho,64,Rec,Rec,145221.56433574553
2005,29,Coho,49,Rec,Rec,145221.56433574553
2006,29,Coho,198,Rec,Rec,145221.56433574553
2007,29,Coho,39,Rec,Rec,145221.56433574553
2008,29,Coho,24,Rec,Rec,145221.56433574553
2009,29,Coho,52,Rec,Rec,145221.56433574553
2010,29,Coho,310,Rec,Rec,145221.56433574553
2011,29,Coho,128,Rec,Rec,145221.56433574553
2012,29,Coho,111,Rec,Rec,145221.56433574553
2013,29,Coho,3894.47615164086,Rec,Rec,145221.56433574553
2014,29,Coho,1941.595652960922,Rec,Rec,145221.56433574553
2015,29,Coho,2897.1601574892256,Rec,Rec,145221.56433574553
2016,29,Coho,2491.9099824026957,Rec,Rec,145221.56433574553
2017,29,Coho,1463.9985143337526,Rec,Rec,145221.56433574553
2018,29,Coho,2254.3702023236083,Rec,Rec,145221.56433574553
2019,29,Coho,737.5332603436561,Rec,Rec,145221.56433574553
2020,29,Coho,686.5204142508206,Rec,Rec,145221.56433574553
2017,130,Coho,662.1562346387055,Rec,Rec,683.4441815298876
2020,130,Coho,21.287946891182024,Rec,Rec,683.4441815298876
1982,1,Pink,107,GN,Commercial,94468
1983,1,Pink,564,GN,Commercial,94468
1984,1,Pink,2990,GN,Commercial,94468
1985,1,Pink,859,GN,Commercial,94468
1986,1,Pink,3311,GN,Commercial,94468
1987,1,Pink,414,GN,Commercial,94468
1988,1,Pink,2018,GN,Commercial,94468
1989,1,Pink,380,GN,Commercial,94468
1990,1,Pink,10584,GN,Commercial,94468
1991,1,Pink,1469,GN,Commercial,94468
1992,1,Pink,3284,GN,Commercial,94468
1993,1,Pink,6814,GN,Commercial,94468
1994,1,Pink,1379,GN,Commercial,94468
1995,1,Pink,12088,GN,Commercial,94468
1996,1,Pink,373,GN,Commercial,94468
1997,1,Pink,46887,GN,Commercial,94468
1998,1,Pink,680,GN,Commercial,94468
1999,1,Pink,16,GN,Commercial,94468
2000,1,Pink,251,GN,Commercial,94468
2002,1,Pink,0,GN,Commercial,94468
2005,1,Pink,0,GN,Commercial,94468
2006,1,Pink,0,GN,Commercial,94468
2014,1,Pink,0,GN,Commercial,94468
1982,2,Pink,252,GN,Commercial,42021
1983,2,Pink,258,GN,Commercial,42021
1984,2,Pink,124,GN,Commercial,42021
1985,2,Pink,6122,GN,Commercial,42021
1986,2,Pink,6855,GN,Commercial,42021
1987,2,Pink,163,GN,Commercial,42021
1988,2,Pink,3211,GN,Commercial,42021
1989,2,Pink,124,GN,Commercial,42021
1990,2,Pink,5199,GN,Commercial,42021
1991,2,Pink,147,GN,Commercial,42021
1992,2,Pink,3640,GN,Commercial,42021
1993,2,Pink,76,GN,Commercial,42021
1994,2,Pink,161,GN,Commercial,42021
1995,2,Pink,36,GN,Commercial,42021
1996,2,Pink,274,GN,Commercial,42021
1997,2,Pink,244,GN,Commercial,42021
1998,2,Pink,493,GN,Commercial,42021
1999,2,Pink,0,GN,Commercial,42021
2000,2,Pink,13942,GN,Commercial,42021
2001,2,Pink,0,GN,Commercial,42021
2002,2,Pink,593,GN,Commercial,42021
2003,2,Pink,0,GN,Commercial,42021
2004,2,Pink,15,GN,Commercial,42021
2005,2,Pink,2,GN,Commercial,42021
2006,2,Pink,86,GN,Commercial,42021
2008,2,Pink,0,GN,Commercial,42021
2009,2,Pink,0,GN,Commercial,42021
2010,2,Pink,4,GN,Commercial,42021
2011,2,Pink,0,GN,Commercial,42021
2015,2,Pink,0,GN,Commercial,42021
1982,3,Pink,62127,GN,Commercial,5869876
1983,3,Pink,324441,GN,Commercial,5869876
1984,3,Pink,234082,GN,Commercial,5869876
1985,3,Pink,174566,GN,Commercial,5869876
1986,3,Pink,244638,GN,Commercial,5869876
1987,3,Pink,183029,GN,Commercial,5869876
1988,3,Pink,34915,GN,Commercial,5869876
1989,3,Pink,109863,GN,Commercial,5869876
1990,3,Pink,40361,GN,Commercial,5869876
1991,3,Pink,235603,GN,Commercial,5869876
1992,3,Pink,185689,GN,Commercial,5869876
1993,3,Pink,209993,GN,Commercial,5869876
1994,3,Pink,61172,GN,Commercial,5869876
1995,3,Pink,363239,GN,Commercial,5869876
1996,3,Pink,182446,GN,Commercial,5869876
1997,3,Pink,41401,GN,Commercial,5869876
1998,3,Pink,58152,GN,Commercial,5869876
1999,3,Pink,436546,GN,Commercial,5869876
2000,3,Pink,219970,GN,Commercial,5869876
2001,3,Pink,43532,GN,Commercial,5869876
2002,3,Pink,255773,GN,Commercial,5869876
2003,3,Pink,678614,GN,Commercial,5869876
2004,3,Pink,240946,GN,Commercial,5869876
2005,3,Pink,274264,GN,Commercial,5869876
2006,3,Pink,52993,GN,Commercial,5869876
2007,3,Pink,97095,GN,Commercial,5869876
2008,3,Pink,10392,GN,Commercial,5869876
2009,3,Pink,184679,GN,Commercial,5869876
2010,3,Pink,30150,GN,Commercial,5869876
2011,3,Pink,28978,GN,Commercial,5869876
2012,3,Pink,58528,GN,Commercial,5869876
2013,3,Pink,293309,GN,Commercial,5869876
2014,3,Pink,31943,GN,Commercial,5869876
2015,3,Pink,159088,GN,Commercial,5869876
2016,3,Pink,6271,GN,Commercial,5869876
2017,3,Pink,748,GN,Commercial,5869876
2018,3,Pink,818,GN,Commercial,5869876
2019,3,Pink,19522,GN,Commercial,5869876
1982,4,Pink,148412,GN,Commercial,12866150
1983,4,Pink,639560,GN,Commercial,12866150
1984,4,Pink,629337,GN,Commercial,12866150
1985,4,Pink,949986,GN,Commercial,12866150
1986,4,Pink,1113953,GN,Commercial,12866150
1987,4,Pink,1452154,GN,Commercial,12866150
1988,4,Pink,457208,GN,Commercial,12866150
1989,4,Pink,615117,GN,Commercial,12866150
1990,4,Pink,888467,GN,Commercial,12866150
1991,4,Pink,1144918,GN,Commercial,12866150
1992,4,Pink,1078177,GN,Commercial,12866150
1993,4,Pink,448694,GN,Commercial,12866150
1994,4,Pink,221857,GN,Commercial,12866150
1995,4,Pink,620781,GN,Commercial,12866150
1996,4,Pink,411840,GN,Commercial,12866150
1997,4,Pink,260105,GN,Commercial,12866150
1998,4,Pink,15516,GN,Commercial,12866150
1999,4,Pink,0,GN,Commercial,12866150
2000,4,Pink,42606,GN,Commercial,12866150
2001,4,Pink,166376,GN,Commercial,12866150
2002,4,Pink,119429,GN,Commercial,12866150
2003,4,Pink,204450,GN,Commercial,12866150
2004,4,Pink,77151,GN,Commercial,12866150
2005,4,Pink,0,GN,Commercial,12866150
2006,4,Pink,216147,GN,Commercial,12866150
2007,4,Pink,343029,GN,Commercial,12866150
2008,4,Pink,63544,GN,Commercial,12866150
2009,4,Pink,0,GN,Commercial,12866150
2010,4,Pink,15116,GN,Commercial,12866150
2011,4,Pink,95742,GN,Commercial,12866150
2012,4,Pink,24214,GN,Commercial,12866150
2013,4,Pink,8,GN,Commercial,12866150
2014,4,Pink,310394,GN,Commercial,12866150
2015,4,Pink,949,GN,Commercial,12866150
2016,4,Pink,70633,GN,Commercial,12866150
2018,4,Pink,10917,GN,Commercial,12866150
2020,4,Pink,9363,GN,Commercial,12866150
1982,5,Pink,23964,GN,Commercial,483119
1983,5,Pink,33465,GN,Commercial,483119
1984,5,Pink,28616,GN,Commercial,483119
1985,5,Pink,13660,GN,Commercial,483119
1986,5,Pink,135370,GN,Commercial,483119
1987,5,Pink,19003,GN,Commercial,483119
1988,5,Pink,15447,GN,Commercial,483119
1989,5,Pink,26315,GN,Commercial,483119
1990,5,Pink,30118,GN,Commercial,483119
1991,5,Pink,19117,GN,Commercial,483119
1992,5,Pink,28808,GN,Commercial,483119
1993,5,Pink,7131,GN,Commercial,483119
1994,5,Pink,13333,GN,Commercial,483119
1995,5,Pink,18935,GN,Commercial,483119
1996,5,Pink,18867,GN,Commercial,483119
1997,5,Pink,6973,GN,Commercial,483119
1998,5,Pink,1339,GN,Commercial,483119
2000,5,Pink,9347,GN,Commercial,483119
2001,5,Pink,4782,GN,Commercial,483119
2002,5,Pink,777,GN,Commercial,483119
2003,5,Pink,2768,GN,Commercial,483119
2004,5,Pink,5139,GN,Commercial,483119
